date,product_id,category,price,cost,discount_pct,units_sold,revenue,inventory_level,competitor_price,season,day_of_week
02-11-2024,P119,Electronics,754,551.91,0,5,3770,301,754.79,Normal,Saturday
03-11-2024,P100,Sports,825,614.08,0,2,1650,109,846.44,Normal,Sunday
03-11-2024,P101,Home,863,581.91,0,0,0,20,876.32,Normal,Sunday
03-11-2024,P102,Home,778.05,567.85,5,0,0,148,768.7,Normal,Sunday
03-11-2024,P103,Fashion,999,745.08,0,2,1998,349,972.3,Normal,Sunday
03-11-2024,P104,Electronics,716,559.77,0,0,0,195,742.19,Holiday,Sunday
03-11-2024,P105,Home,732.6,563.54,10,2,1465.2,202,756,Festival,Sunday
03-11-2024,P106,Home,1244,817.28,0,0,0,439,1228.84,Normal,Sunday
03-11-2024,P107,Electronics,408.6,309.08,10,1,408.6,355,400.7,Normal,Sunday
03-11-2024,P108,Sports,964,585.18,0,1,964,384,933.48,Normal,Sunday
03-11-2024,P109,Home,1067,681.83,0,1,1067,193,1049.18,Normal,Sunday
03-11-2024,P110,Home,1026,734.99,0,2,2052,327,978.6,Normal,Sunday
03-11-2024,P111,Sports,1353.75,1131.23,5,0,0,485,1390.59,Sale,Sunday
03-11-2024,P112,Sports,699.2,566.36,5,1,699.2,227,695.92,Sale,Sunday
03-11-2024,P113,Electronics,380,261.88,0,0,0,403,396.11,Sale,Sunday
03-11-2024,P114,Sports,182.7,135.1,10,7,1278.9,90,175.47,Normal,Sunday
03-11-2024,P115,Sports,235.8,203.2,10,5,1179,245,235.99,Normal,Sunday
03-11-2024,P116,Sports,1051.45,945.45,15,0,0,218,1024.43,Normal,Sunday
03-11-2024,P117,Electronics,1187,876.81,0,5,5935,352,1169.28,Normal,Sunday
03-11-2024,P118,Sports,802,511.72,0,1,802,331,821.12,Sale,Sunday
03-11-2024,P119,Home,1168.2,907.35,10,6,7009.2,99,1189.64,Holiday,Sunday
04-11-2024,P100,Sports,1482,1029.23,0,1,1482,21,1488.96,Holiday,Monday
04-11-2024,P101,Home,1184.65,761.15,5,2,2369.3,371,1173.72,Festival,Monday
04-11-2024,P102,Home,214.2,176.71,15,9,1927.8,309,206.7,Sale,Monday
04-11-2024,P103,Electronics,1165.35,1086.96,15,1,1165.35,498,1176.91,Normal,Monday
04-11-2024,P104,Electronics,733.5,610.25,10,3,2200.5,75,721.61,Normal,Monday
04-11-2024,P105,Fashion,793,607.83,0,0,0,371,822.62,Normal,Monday
04-11-2024,P106,Sports,932.9,702.17,5,3,2798.7,74,932.71,Normal,Monday
04-11-2024,P107,Fashion,865.3,650.2,15,2,1730.6,84,837.47,Normal,Monday
04-11-2024,P108,Fashion,820.8,621.3,5,0,0,386,783.27,Normal,Monday
04-11-2024,P109,Home,1372,909.47,0,3,4116,448,1416.03,Normal,Monday
04-11-2024,P110,Fashion,540.55,421.61,5,0,0,287,528.33,Normal,Monday
04-11-2024,P111,Fashion,1269.2,893.27,5,3,3807.6,265,1290.08,Holiday,Monday
04-11-2024,P112,Home,1399,860.74,0,0,0,168,1336.91,Sale,Monday
04-11-2024,P113,Sports,486,387.91,0,4,1944,356,506.51,Festival,Monday
04-11-2024,P114,Fashion,352.45,231.94,5,4,1409.8,257,357.07,Sale,Monday
04-11-2024,P115,Electronics,657.4,458.23,5,0,0,22,646.43,Normal,Monday
04-11-2024,P116,Home,276,195.07,0,2,552,451,266.79,Sale,Monday
04-11-2024,P117,Electronics,690,482.61,0,2,1380,243,703.23,Normal,Monday
04-11-2024,P118,Electronics,1255.9,1011.12,5,0,0,21,1306.46,Normal,Monday
04-11-2024,P119,Home,891,566.1,0,1,891,38,885.97,Normal,Monday
05-11-2024,P100,Home,332,254.67,0,1,332,404,335.91,Normal,Tuesday
05-11-2024,P101,Home,702.05,446.75,5,4,2808.2,273,725.86,Normal,Tuesday
05-11-2024,P102,Electronics,1001,719.66,0,6,6006,313,975.67,Holiday,Tuesday
05-11-2024,P103,Fashion,720.1,545.75,5,5,3600.5,312,699.49,Festival,Tuesday
05-11-2024,P104,Sports,893,578.65,5,0,0,49,911.99,Normal,Tuesday
05-11-2024,P105,Sports,497,322.18,0,3,1491,133,503.09,Normal,Tuesday
05-11-2024,P106,Home,1037,635.74,0,0,0,119,1083.53,Normal,Tuesday
05-11-2024,P107,Home,638,507.84,0,5,3190,119,649.36,Festival,Tuesday
05-11-2024,P108,Fashion,421.8,337.35,5,1,421.8,287,414.08,Festival,Tuesday
05-11-2024,P109,Electronics,680,623.31,15,2,1360,181,686.22,Sale,Tuesday
05-11-2024,P110,Home,1101.05,802.58,5,0,0,157,1126.21,Sale,Tuesday
05-11-2024,P111,Electronics,1352,1019.22,0,3,4056,235,1359.67,Normal,Tuesday
05-11-2024,P112,Home,647.9,462,5,0,0,97,632.22,Festival,Tuesday
05-11-2024,P113,Home,524,369.79,0,1,524,389,547.86,Normal,Tuesday
05-11-2024,P114,Home,553,391.53,0,2,1106,332,573.23,Holiday,Tuesday
05-11-2024,P115,Fashion,639.2,594.61,15,0,0,323,658.26,Holiday,Tuesday
05-11-2024,P116,Fashion,1373,944.55,0,1,1373,64,1412.46,Holiday,Tuesday
05-11-2024,P117,Home,1444,1085.06,0,2,2888,332,1465.46,Normal,Tuesday
05-11-2024,P118,Electronics,202,157.77,0,6,1212,116,201.06,Normal,Tuesday
05-11-2024,P119,Electronics,613.7,481.77,15,0,0,396,641.53,Normal,Tuesday
06-11-2024,P100,Fashion,452.7,358.2,10,0,0,358,437.35,Normal,Wednesday
06-11-2024,P101,Fashion,355.3,271.4,5,3,1065.9,252,346.08,Holiday,Wednesday
06-11-2024,P102,Fashion,291.6,198.97,10,5,1458,490,294.05,Normal,Wednesday
06-11-2024,P103,Sports,956.65,682.03,5,1,956.65,324,943.18,Normal,Wednesday
06-11-2024,P104,Electronics,236,167.74,0,1,236,311,233.51,Normal,Wednesday
06-11-2024,P105,Home,702.1,520.5,15,2,1404.2,118,735.12,Normal,Wednesday
06-11-2024,P106,Sports,886,650.42,0,2,1772,20,889.62,Normal,Wednesday
06-11-2024,P107,Sports,800,542.38,0,0,0,171,796.07,Sale,Wednesday
06-11-2024,P108,Sports,730.8,601.16,10,2,1461.6,162,725.95,Normal,Wednesday
06-11-2024,P109,Home,713,463.62,0,0,0,52,717.44,Normal,Wednesday
06-11-2024,P110,Fashion,1211,748.43,0,3,3633,299,1190.8,Festival,Wednesday
06-11-2024,P111,Sports,317,195.77,0,6,1902,300,328.58,Normal,Wednesday
06-11-2024,P112,Electronics,1248,748.98,0,3,3744,415,1258.93,Normal,Wednesday
06-11-2024,P113,Home,226.8,154.75,10,4,907.2,70,218.88,Normal,Wednesday
06-11-2024,P114,Home,726.75,594.46,15,2,1453.5,212,706.89,Normal,Wednesday
06-11-2024,P115,Fashion,1293.3,1068.05,10,0,0,100,1296.35,Normal,Wednesday
06-11-2024,P116,Electronics,227.7,186.58,10,4,910.8,340,234.8,Normal,Wednesday
06-11-2024,P117,Home,1005.1,691.66,5,0,0,277,1038.67,Normal,Wednesday
06-11-2024,P118,Fashion,718,567.87,0,1,718,454,746.82,Festival,Wednesday
06-11-2024,P119,Electronics,418,268.66,0,2,836,439,427.75,Holiday,Wednesday
07-11-2024,P100,Electronics,589,403.81,0,1,589,486,599.24,Festival,Thursday
07-11-2024,P101,Electronics,1211.25,938.39,5,0,0,433,1263.55,Normal,Thursday
07-11-2024,P102,Electronics,657,423.25,0,0,0,377,630.8,Normal,Thursday
07-11-2024,P103,Sports,555,367.04,0,2,1110,96,537.62,Normal,Thursday
07-11-2024,P104,Home,1362,858.11,0,3,4086,435,1306.93,Normal,Thursday
07-11-2024,P105,Electronics,393.3,261.41,5,2,786.6,401,375.27,Normal,Thursday
07-11-2024,P106,Sports,572.05,520.53,15,2,1144.1,302,573.67,Normal,Thursday
07-11-2024,P107,Electronics,771,475.15,0,1,771,383,808.19,Normal,Thursday
07-11-2024,P108,Electronics,368,238.76,0,1,368,231,384.95,Normal,Thursday
07-11-2024,P109,Home,1383,1056.91,0,0,0,363,1405.6,Normal,Thursday
07-11-2024,P110,Fashion,344.85,275,5,4,1379.4,174,349.54,Sale,Thursday
07-11-2024,P111,Fashion,893.95,594.63,5,0,0,335,916.62,Sale,Thursday
07-11-2024,P112,Fashion,891,554.95,0,3,2673,492,848.66,Sale,Thursday
07-11-2024,P113,Sports,648.9,560.59,10,0,0,158,626.34,Normal,Thursday
07-11-2024,P114,Sports,878.4,632.05,10,0,0,425,891.12,Normal,Thursday
07-11-2024,P115,Electronics,1175.55,837.09,15,0,0,470,1219.21,Normal,Thursday
07-11-2024,P116,Fashion,738,551.13,0,4,2952,407,709.42,Normal,Thursday
07-11-2024,P117,Electronics,208,125.45,0,8,1664,416,197.7,Normal,Thursday
07-11-2024,P118,Home,796.5,539.25,10,1,796.5,227,770.1,Normal,Thursday
07-11-2024,P119,Home,660.25,481.39,5,1,660.25,192,675.35,Normal,Thursday
08-11-2024,P100,Sports,939.55,613.86,5,0,0,238,952.34,Holiday,Friday
08-11-2024,P101,Fashion,280.8,242.46,10,1,280.8,117,293.4,Normal,Friday
08-11-2024,P102,Fashion,336.6,257.62,10,2,673.2,324,345.89,Normal,Friday
08-11-2024,P103,Home,513,372.62,5,4,2052,339,489.17,Sale,Friday
08-11-2024,P104,Electronics,615,371.39,0,1,615,390,611,Festival,Friday
08-11-2024,P105,Fashion,239.4,190.93,5,3,718.2,49,233.77,Normal,Friday
08-11-2024,P106,Fashion,913,551.51,0,0,0,445,934.61,Sale,Friday
08-11-2024,P107,Sports,585,464.74,10,1,585,357,596.64,Festival,Friday
08-11-2024,P108,Home,572.85,409.22,5,2,1145.7,396,584.59,Normal,Friday
08-11-2024,P109,Sports,1325,939.93,0,2,2650,100,1315.28,Festival,Friday
08-11-2024,P110,Sports,713,466.8,0,2,1426,128,734.45,Normal,Friday
08-11-2024,P111,Fashion,1184,897.7,0,1,1184,193,1159.08,Festival,Friday
08-11-2024,P112,Electronics,839.8,696.55,5,0,0,427,835.64,Normal,Friday
08-11-2024,P113,Fashion,1165.35,1063.51,15,2,2330.7,210,1154.87,Sale,Friday
08-11-2024,P114,Sports,297.5,275.67,15,3,892.5,172,302.2,Normal,Friday
08-11-2024,P115,Sports,231,143.42,0,3,693,224,232.27,Normal,Friday
08-11-2024,P116,Home,589.95,394.8,5,1,589.95,229,579.9,Normal,Friday
08-11-2024,P117,Sports,901.8,637.41,10,2,1803.6,331,915.21,Normal,Friday
08-11-2024,P118,Sports,1072.8,888.18,10,1,1072.8,374,1043.14,Sale,Friday
08-11-2024,P119,Fashion,1081,697.21,0,1,1081,239,1120.73,Festival,Friday
09-11-2024,P100,Electronics,699.55,523.27,15,1,699.55,232,725.33,Normal,Saturday
09-11-2024,P101,Home,457.3,365.66,15,0,0,103,453.09,Normal,Saturday
09-11-2024,P102,Fashion,236.55,156.76,5,3,709.65,285,242.26,Normal,Saturday
09-11-2024,P103,Electronics,457.9,384.6,5,2,915.8,342,447.08,Holiday,Saturday
09-11-2024,P104,Sports,908.1,647.84,10,0,0,408,870.81,Normal,Saturday
09-11-2024,P105,Electronics,703.8,501.76,10,2,1407.6,488,691.36,Normal,Saturday
09-11-2024,P106,Electronics,953,717.37,0,0,0,124,952.12,Normal,Saturday
09-11-2024,P107,Sports,481.1,384.64,15,0,0,133,477.99,Normal,Saturday
09-11-2024,P108,Sports,1418.35,1099.42,5,0,0,406,1376.15,Normal,Saturday
09-11-2024,P109,Sports,1337,1060.18,0,0,0,107,1353.47,Holiday,Saturday
09-11-2024,P110,Fashion,1314,854.18,0,4,5256,407,1328.7,Normal,Saturday
09-11-2024,P111,Electronics,1058,684.21,0,2,2116,449,1100.39,Normal,Saturday
09-11-2024,P112,Sports,832,607.09,0,0,0,37,818.02,Normal,Saturday
09-11-2024,P113,Electronics,530,323.34,0,0,0,251,531.5,Sale,Saturday
09-11-2024,P114,Sports,538,403.17,0,3,1614,183,514.53,Holiday,Saturday
09-11-2024,P115,Fashion,1007.25,933.76,15,0,0,76,1051.28,Normal,Saturday
09-11-2024,P116,Fashion,890.8,816.93,15,3,2672.4,370,911.34,Normal,Saturday
09-11-2024,P117,Electronics,556.2,486.38,10,1,556.2,185,567.74,Normal,Saturday
09-11-2024,P118,Home,1476,919.97,0,0,0,66,1535.13,Normal,Saturday
09-11-2024,P119,Fashion,1084.9,858.92,5,1,1084.9,411,1132.18,Normal,Saturday
10-11-2024,P100,Electronics,572.05,537.33,15,2,1144.1,262,588.33,Normal,Sunday
10-11-2024,P101,Sports,385,249.67,0,2,770,492,396.23,Normal,Sunday
10-11-2024,P102,Sports,371,265.79,0,2,742,230,359.96,Normal,Sunday
10-11-2024,P103,Sports,840,533.51,0,1,840,458,811.95,Normal,Sunday
10-11-2024,P104,Fashion,1152.35,909.2,5,0,0,295,1188.79,Festival,Sunday
10-11-2024,P105,Sports,211.65,171.75,15,7,1481.55,349,209.78,Festival,Sunday
10-11-2024,P106,Electronics,811,513.27,0,1,811,473,847.29,Normal,Sunday
10-11-2024,P107,Electronics,688,529.02,0,3,2064,462,686.5,Holiday,Sunday
10-11-2024,P108,Sports,345,224.32,0,3,1035,351,357.21,Normal,Sunday
10-11-2024,P109,Electronics,1048,792.39,0,4,4192,453,1063.99,Festival,Sunday
10-11-2024,P110,Sports,358,258.66,0,6,2148,160,355.41,Holiday,Sunday
10-11-2024,P111,Electronics,1063.8,847.51,10,3,3191.4,467,1052.67,Normal,Sunday
10-11-2024,P112,Electronics,869,547.19,0,1,869,283,844.48,Normal,Sunday
10-11-2024,P113,Home,562.5,489.26,10,1,562.5,155,557.68,Normal,Sunday
10-11-2024,P114,Fashion,856.8,761.04,10,2,1713.6,120,853.04,Normal,Sunday
10-11-2024,P115,Electronics,483.3,388.41,10,3,1449.9,141,474.15,Normal,Sunday
10-11-2024,P116,Electronics,559.3,479.21,15,1,559.3,259,536.42,Normal,Sunday
10-11-2024,P117,Fashion,707,462.96,0,0,0,403,712.86,Normal,Sunday
10-11-2024,P118,Home,1498,1086.02,0,2,2996,172,1571.9,Festival,Sunday
10-11-2024,P119,Electronics,484.5,376.65,15,1,484.5,280,472.56,Normal,Sunday
11-11-2024,P100,Home,1178,963.68,5,2,2356,411,1131.82,Festival,Monday
11-11-2024,P101,Sports,463.6,313.41,5,3,1390.8,380,450.75,Normal,Monday
11-11-2024,P102,Sports,429.25,310.56,15,0,0,486,423.54,Holiday,Monday
11-11-2024,P103,Sports,1177,846.51,0,0,0,495,1164.5,Normal,Monday
11-11-2024,P104,Electronics,636,464.57,0,2,1272,142,644.46,Festival,Monday
11-11-2024,P105,Fashion,637.2,507.42,10,3,1911.6,159,605.87,Normal,Monday
11-11-2024,P106,Sports,663,620.6,15,0,0,296,648.49,Normal,Monday
11-11-2024,P107,Sports,656,491.7,0,3,1968,59,683.88,Normal,Monday
11-11-2024,P108,Fashion,378,290.63,0,5,1890,258,396.54,Holiday,Monday
11-11-2024,P109,Home,520.6,385.44,5,6,3123.6,308,538.48,Normal,Monday
11-11-2024,P110,Fashion,551,424.99,5,2,1102,336,552.81,Sale,Monday
11-11-2024,P111,Fashion,209,169.75,5,9,1881,435,201.01,Sale,Monday
11-11-2024,P112,Sports,804,632.63,0,1,804,419,767.01,Normal,Monday
11-11-2024,P113,Sports,1482,908.13,0,0,0,259,1541.36,Festival,Monday
11-11-2024,P114,Home,634,442.92,0,0,0,76,624.75,Normal,Monday
11-11-2024,P115,Fashion,1324.8,1062.78,10,3,3974.4,240,1373.28,Sale,Monday
11-11-2024,P116,Home,685,496.54,0,2,1370,346,673.88,Sale,Monday
11-11-2024,P117,Electronics,1363,819.84,0,0,0,468,1361.52,Sale,Monday
11-11-2024,P118,Electronics,1350,943.09,0,0,0,313,1399.92,Normal,Monday
11-11-2024,P119,Fashion,778.05,653.79,5,3,2334.15,239,801.86,Sale,Monday
12-11-2024,P100,Home,481.5,369.77,10,6,2889,280,492.32,Sale,Tuesday
12-11-2024,P101,Fashion,810,495.88,0,0,0,315,822.01,Normal,Tuesday
12-11-2024,P102,Electronics,900,778.56,10,0,0,486,911.92,Normal,Tuesday
12-11-2024,P103,Fashion,1448,908.63,0,0,0,132,1498.09,Normal,Tuesday
12-11-2024,P104,Home,1307,880.6,0,1,1307,449,1274.13,Sale,Tuesday
12-11-2024,P105,Sports,742.9,667.74,15,0,0,275,721.26,Normal,Tuesday
12-11-2024,P106,Home,1055.45,753.13,5,1,1055.45,499,1094.65,Sale,Tuesday
12-11-2024,P107,Home,1186.55,752.64,5,5,5932.75,305,1211.43,Sale,Tuesday
12-11-2024,P108,Fashion,1488,909.65,0,0,0,212,1517.74,Festival,Tuesday
12-11-2024,P109,Electronics,1086.3,1010.18,15,2,2172.6,318,1102.03,Normal,Tuesday
12-11-2024,P110,Sports,1249.2,981.84,10,0,0,381,1204.58,Normal,Tuesday
12-11-2024,P111,Fashion,802.4,642.6,15,3,2407.2,335,804.11,Normal,Tuesday
12-11-2024,P112,Fashion,314.45,236.26,5,7,2201.15,279,301.51,Normal,Tuesday
12-11-2024,P113,Home,407,269.01,0,2,814,469,425.06,Normal,Tuesday
12-11-2024,P114,Home,817,570.33,0,0,0,242,819.73,Festival,Tuesday
12-11-2024,P115,Sports,367.65,293.2,5,1,367.65,441,373.5,Normal,Tuesday
12-11-2024,P116,Fashion,449.35,370.52,5,0,0,313,431.92,Sale,Tuesday
12-11-2024,P117,Electronics,1146,798.12,0,0,0,329,1175.21,Festival,Tuesday
12-11-2024,P118,Electronics,201.4,134.89,5,9,1812.6,188,192.88,Festival,Tuesday
12-11-2024,P119,Electronics,888.3,751.09,10,2,1776.6,475,931.72,Normal,Tuesday
13-11-2024,P100,Sports,816,496.09,0,2,1632,348,834.73,Sale,Wednesday
13-11-2024,P101,Electronics,1308.15,890.49,5,0,0,353,1354.97,Normal,Wednesday
13-11-2024,P102,Fashion,475.15,428.87,15,2,950.3,307,477.08,Festival,Wednesday
13-11-2024,P103,Home,1022.4,883.95,10,1,1022.4,401,1028.8,Normal,Wednesday
13-11-2024,P104,Electronics,460,336.46,0,1,460,385,462.58,Normal,Wednesday
13-11-2024,P105,Electronics,668,432.44,0,3,2004,383,685.47,Festival,Wednesday
13-11-2024,P106,Sports,261,219.65,10,3,783,21,255.16,Normal,Wednesday
13-11-2024,P107,Electronics,344.85,261.87,5,3,1034.55,165,330.94,Festival,Wednesday
13-11-2024,P108,Home,1089.65,688.77,5,0,0,421,1109.02,Normal,Wednesday
13-11-2024,P109,Home,734.4,614.82,15,0,0,239,708.71,Normal,Wednesday
13-11-2024,P110,Sports,299.7,225.31,10,5,1498.5,54,306.98,Normal,Wednesday
13-11-2024,P111,Electronics,948,716.56,0,4,3792,196,921.26,Sale,Wednesday
13-11-2024,P112,Electronics,1125.75,935.6,5,0,0,306,1145.53,Normal,Wednesday
13-11-2024,P113,Electronics,588.6,491.41,10,5,2943,356,572.24,Normal,Wednesday
13-11-2024,P114,Fashion,859.5,617.67,10,1,859.5,53,856.52,Normal,Wednesday
13-11-2024,P115,Home,598,437.45,0,1,598,194,599.38,Holiday,Wednesday
13-11-2024,P116,Sports,1258.2,1101.17,10,2,2516.4,42,1223.23,Festival,Wednesday
13-11-2024,P117,Fashion,774,577.66,0,0,0,277,771.09,Festival,Wednesday
13-11-2024,P118,Sports,409.5,297.91,10,5,2047.5,96,427.02,Holiday,Wednesday
13-11-2024,P119,Electronics,750.55,531.09,15,1,750.55,388,760.25,Sale,Wednesday
14-11-2024,P100,Electronics,425.6,328.84,5,4,1702.4,406,433.14,Normal,Thursday
14-11-2024,P101,Home,406,314.6,0,6,2436,445,415.93,Festival,Thursday
14-11-2024,P102,Sports,1027.9,716.45,5,0,0,333,1017.57,Sale,Thursday
14-11-2024,P103,Electronics,1168.75,1004.98,15,2,2337.5,293,1141.75,Festival,Thursday
14-11-2024,P104,Electronics,388.8,278.79,10,2,777.6,356,383.9,Normal,Thursday
14-11-2024,P105,Home,430.35,278.02,5,4,1721.4,157,444.62,Sale,Thursday
14-11-2024,P106,Electronics,354,274.98,0,1,354,385,337.01,Normal,Thursday
14-11-2024,P107,Sports,860,671.96,0,1,860,270,843.67,Normal,Thursday
14-11-2024,P108,Home,650.25,569.14,15,1,650.25,199,674.61,Holiday,Thursday
14-11-2024,P109,Fashion,296,192.83,0,4,1184,481,298.19,Sale,Thursday
14-11-2024,P110,Sports,739.8,535.18,10,2,1479.6,233,737.61,Holiday,Thursday
14-11-2024,P111,Electronics,693.9,467.83,10,0,0,372,694.4,Holiday,Thursday
14-11-2024,P112,Home,803.7,693.62,10,1,803.7,224,805.38,Festival,Thursday
14-11-2024,P113,Fashion,288.15,267.33,15,3,864.45,136,283.46,Holiday,Thursday
14-11-2024,P114,Home,1342,1067.58,0,1,1342,464,1345.36,Normal,Thursday
14-11-2024,P115,Sports,1125,675.81,0,1,1125,258,1175.79,Normal,Thursday
14-11-2024,P116,Home,371.45,265.05,15,4,1485.8,334,386.42,Sale,Thursday
14-11-2024,P117,Electronics,429,326.5,0,4,1716,485,437.26,Normal,Thursday
14-11-2024,P118,Sports,1436,1128.52,0,0,0,102,1443.66,Sale,Thursday
14-11-2024,P119,Home,1472,954.37,0,2,2944,103,1440.23,Festival,Thursday
15-11-2024,P100,Sports,268,206.21,0,5,1340,474,270.1,Holiday,Friday
15-11-2024,P101,Home,380,294.49,0,1,380,197,375.11,Normal,Friday
15-11-2024,P102,Home,961.4,620.15,5,0,0,174,943.83,Normal,Friday
15-11-2024,P103,Electronics,871.15,560.35,5,0,0,466,897.46,Holiday,Friday
15-11-2024,P104,Sports,285.95,226.77,5,2,571.9,316,275.95,Normal,Friday
15-11-2024,P105,Fashion,992.8,822.05,15,2,1985.6,206,949.67,Holiday,Friday
15-11-2024,P106,Sports,1046.7,924.86,10,2,2093.4,372,995.43,Normal,Friday
15-11-2024,P107,Fashion,744.3,517,10,5,3721.5,491,727.31,Normal,Friday
15-11-2024,P108,Electronics,879.7,650.01,5,3,2639.1,220,835.75,Normal,Friday
15-11-2024,P109,Home,1384,852.56,0,2,2768,200,1444.89,Normal,Friday
15-11-2024,P110,Sports,1305,932.9,0,0,0,374,1332.08,Sale,Friday
15-11-2024,P111,Electronics,483,353.81,0,5,2415,269,481.91,Normal,Friday
15-11-2024,P112,Fashion,306.9,210.41,10,4,1227.6,43,318.72,Normal,Friday
15-11-2024,P113,Fashion,894.9,679.57,5,1,894.9,137,939.11,Normal,Friday
15-11-2024,P114,Fashion,1087,848.68,0,1,1087,414,1130.92,Sale,Friday
15-11-2024,P115,Fashion,784.8,681.18,10,2,1569.6,152,790.05,Sale,Friday
15-11-2024,P116,Electronics,621,433.2,0,0,0,131,594.04,Holiday,Friday
15-11-2024,P117,Fashion,647.1,497.17,10,1,647.1,461,615.9,Normal,Friday
15-11-2024,P118,Home,1072.55,799.24,5,1,1072.55,336,1087.67,Holiday,Friday
15-11-2024,P119,Fashion,317.3,235.16,5,4,1269.2,201,308.42,Normal,Friday
16-11-2024,P100,Home,742.5,645.36,10,1,742.5,470,724.09,Normal,Saturday
16-11-2024,P101,Home,1339,884.81,0,2,2678,476,1283.36,Festival,Saturday
16-11-2024,P102,Home,333.2,296.02,15,5,1666,477,339.5,Festival,Saturday
16-11-2024,P103,Home,939.55,663.83,5,0,0,259,976.29,Normal,Saturday
16-11-2024,P104,Electronics,1415,968.22,0,0,0,280,1396.5,Sale,Saturday
16-11-2024,P105,Sports,241.2,196.72,10,7,1688.4,109,239.94,Festival,Saturday
16-11-2024,P106,Fashion,536,425.69,0,0,0,305,511.37,Normal,Saturday
16-11-2024,P107,Fashion,1206,737.42,0,0,0,84,1182.23,Normal,Saturday
16-11-2024,P108,Fashion,1457,903.16,0,1,1457,69,1402.04,Sale,Saturday
16-11-2024,P109,Sports,1434,1113.48,0,0,0,492,1381.48,Holiday,Saturday
16-11-2024,P110,Home,754.8,595.84,15,3,2264.4,73,788.84,Normal,Saturday
16-11-2024,P111,Home,591.3,505.88,10,4,2365.2,490,602.67,Sale,Saturday
16-11-2024,P112,Electronics,807.5,669.27,15,1,807.5,450,771.23,Normal,Saturday
16-11-2024,P113,Electronics,1319.4,926.71,10,0,0,90,1308.18,Normal,Saturday
16-11-2024,P114,Fashion,283,218.62,0,2,566,442,282.82,Normal,Saturday
16-11-2024,P115,Home,931,584.33,0,0,0,318,919.78,Normal,Saturday
16-11-2024,P116,Sports,251,151.48,0,3,753,483,246.33,Holiday,Saturday
16-11-2024,P117,Fashion,1212,759.51,0,0,0,280,1204.61,Normal,Saturday
16-11-2024,P118,Sports,234.9,167.11,10,5,1174.5,493,232.36,Sale,Saturday
16-11-2024,P119,Home,586,400.3,0,2,1172,148,561.36,Holiday,Saturday
17-11-2024,P100,Sports,1134,779.14,0,4,4536,471,1165.2,Sale,Sunday
17-11-2024,P101,Sports,456,350.48,5,2,912,389,437.33,Normal,Sunday
17-11-2024,P102,Home,298.8,258.34,10,3,896.4,486,296.32,Normal,Sunday
17-11-2024,P103,Sports,540.6,484.09,15,3,1621.8,79,533.22,Festival,Sunday
17-11-2024,P104,Sports,1430,956.8,0,4,5720,368,1487.16,Normal,Sunday
17-11-2024,P105,Fashion,1279.8,949.68,10,1,1279.8,224,1323.64,Normal,Sunday
17-11-2024,P106,Sports,575.1,427.83,10,2,1150.2,319,551.38,Normal,Sunday
17-11-2024,P107,Sports,904,570.43,0,0,0,225,900.81,Festival,Sunday
17-11-2024,P108,Sports,1202,851.12,0,0,0,277,1217.06,Normal,Sunday
17-11-2024,P109,Electronics,1157,901.31,0,0,0,62,1205.79,Normal,Sunday
17-11-2024,P110,Electronics,1115,729.95,0,1,1115,64,1098.92,Normal,Sunday
17-11-2024,P111,Electronics,751.5,576.29,10,4,3006,255,734.52,Normal,Sunday
17-11-2024,P112,Sports,1398.4,956.7,5,3,4195.2,138,1417.33,Holiday,Sunday
17-11-2024,P113,Electronics,472.5,355.29,10,0,0,379,458.66,Normal,Sunday
17-11-2024,P114,Home,622,439.42,0,2,1244,71,649.47,Festival,Sunday
17-11-2024,P115,Electronics,679,442.51,0,0,0,178,658.87,Normal,Sunday
17-11-2024,P116,Sports,758,518.82,0,0,0,493,726.29,Holiday,Sunday
17-11-2024,P117,Electronics,1041,678.85,0,1,1041,452,1037.56,Normal,Sunday
17-11-2024,P118,Sports,1404.1,958.89,5,0,0,228,1397.74,Holiday,Sunday
17-11-2024,P119,Electronics,1100.7,889.31,10,2,2201.4,355,1141.3,Normal,Sunday
18-11-2024,P100,Fashion,441,370.93,10,0,0,433,419.79,Sale,Monday
18-11-2024,P101,Sports,1059.25,822.23,5,1,1059.25,145,1082.74,Normal,Monday
18-11-2024,P102,Home,779.95,558.19,5,1,779.95,384,771.36,Normal,Monday
18-11-2024,P103,Sports,282,172.95,0,4,1128,218,295.54,Holiday,Monday
18-11-2024,P104,Sports,391,241.99,0,2,782,48,378.79,Normal,Monday
18-11-2024,P105,Electronics,1212,914.32,0,1,1212,303,1242.3,Festival,Monday
18-11-2024,P106,Electronics,621,414.5,0,2,1242,194,594.36,Normal,Monday
18-11-2024,P107,Fashion,1104.15,800.43,15,0,0,91,1061.96,Normal,Monday
18-11-2024,P108,Fashion,1136.7,790.69,10,0,0,215,1143.29,Normal,Monday
18-11-2024,P109,Home,814.3,762.36,15,4,3257.2,39,822.42,Sale,Monday
18-11-2024,P110,Sports,1057,740,0,0,0,466,1092.78,Normal,Monday
18-11-2024,P111,Home,1039,805.09,0,0,0,123,1066.87,Normal,Monday
18-11-2024,P112,Sports,208,148.87,0,1,208,372,207.45,Normal,Monday
18-11-2024,P113,Electronics,695,484.69,0,0,0,311,706.46,Normal,Monday
18-11-2024,P114,Home,872,542.99,0,0,0,437,883.02,Normal,Monday
